Name,Education Qualification,Gender,Community,Religion,Exservice-men,Disability,Sports,Annual-Percentage,Income,India,Outcome
Scholarship Scheme 4178,Doctorate,Female,ST,Christian,No,No,Yes,98.69,Medium,Yes,1
Scholarship Scheme 4179,Postgraduate,Female,SC,Sikh,No,Yes,No,97.52,High,Yes,1
Scholarship Scheme 4180,Doctorate,Female,ST,Hindu,No,No,Yes,66.23,High,Yes,0
Scholarship Scheme 4181,Doctorate,Male,SC,Sikh,Yes,Yes,Yes,71.04,Medium,Yes,0
Scholarship Scheme 4182,Undergraduate,Male,ST,Sikh,No,Yes,No,55.47,Medium,Yes,0
Scholarship Scheme 4183,Doctorate,All,OBC,Christian,No,Yes,Yes,62.35,Low,Yes,1
Scholarship Scheme 4184,Doctorate,All,SC,Hindu,Yes,No,Yes,94.03,High,Yes,0
Scholarship Scheme 4185,High School,All,SC,Hindu,No,Yes,Yes,68.01,Low,Yes,1
Scholarship Scheme 4186,High School,Male,SC,Hindu,No,Yes,No,80.97,Low,Yes,1
Scholarship Scheme 4187,Postgraduate,Female,General,Christian,No,No,Yes,83.23,High,Yes,0
Scholarship Scheme 4188,High School,All,SC,Christian,Yes,No,Yes,89.01,Low,Yes,0
Scholarship Scheme 4189,High School,Female,General,Christian,No,No,No,59.12,High,Yes,1
Scholarship Scheme 4190,High School,All,General,Christian,No,No,No,65.21,Low,Yes,0
Scholarship Scheme 4191,High School,All,ST,Christian,Yes,Yes,No,72.37,Low,Yes,0
Scholarship Scheme 4192,Undergraduate,All,General,Hindu,Yes,Yes,No,68.21,High,Yes,0
Scholarship Scheme 4193,High School,All,General,Muslim,No,Yes,Yes,99.05,Medium,Yes,0
Scholarship Scheme 4194,Undergraduate,All,OBC,Christian,Yes,Yes,No,91.66,High,Yes,0
Scholarship Scheme 4195,Undergraduate,Female,SC,Muslim,Yes,No,No,73.94,Medium,Yes,1
Scholarship Scheme 4196,High School,All,General,Sikh,Yes,No,Yes,93.88,High,Yes,0
Scholarship Scheme 4197,Doctorate,Female,SC,Sikh,No,Yes,No,67.35,High,Yes,1
Scholarship Scheme 4198,Undergraduate,Male,General,Christian,No,No,No,89.21,Medium,Yes,0
Scholarship Scheme 4199,Doctorate,All,ST,Sikh,Yes,No,Yes,61.16,Medium,Yes,0
Scholarship Scheme 4200,Doctorate,Female,OBC,Muslim,Yes,No,No,88.54,High,Yes,0
Scholarship Scheme 4201,High School,Male,General,Sikh,Yes,No,No,72.78,High,Yes,1
Scholarship Scheme 4202,Postgraduate,Male,SC,Sikh,Yes,No,Yes,55.36,High,Yes,0
Scholarship Scheme 4203,High School,Male,ST,Muslim,No,Yes,Yes,63.64,Medium,Yes,1
Scholarship Scheme 4204,Postgraduate,Female,SC,Sikh,Yes,Yes,Yes,70.07,High,Yes,0
Scholarship Scheme 4205,Postgraduate,All,ST,Christian,No,No,Yes,87.39,Medium,Yes,1
Scholarship Scheme 4206,High School,All,OBC,Muslim,Yes,No,Yes,53.64,Low,Yes,0
Scholarship Scheme 4207,High School,Female,ST,Muslim,No,Yes,Yes,82.91,Medium,Yes,0
Scholarship Scheme 4208,Postgraduate,All,SC,Hindu,No,Yes,Yes,85.73,Low,Yes,1
Scholarship Scheme 4209,High School,Female,SC,Hindu,Yes,No,Yes,82.63,High,Yes,0
Scholarship Scheme 4210,Postgraduate,All,General,Muslim,No,No,Yes,87.96,High,Yes,0
Scholarship Scheme 4211,Doctorate,Male,ST,Muslim,No,No,Yes,58.89,Medium,Yes,0
Scholarship Scheme 4212,High School,All,SC,Hindu,No,Yes,Yes,79.3,Low,Yes,1
Scholarship Scheme 4213,Doctorate,Female,General,Christian,Yes,No,Yes,96.96,High,Yes,0
Scholarship Scheme 4214,Undergraduate,Female,OBC,Sikh,No,No,No,80.48,High,Yes,0
Scholarship Scheme 4215,Doctorate,Male,SC,Sikh,No,No,Yes,80.51,Low,Yes,1
Scholarship Scheme 4216,Doctorate,Female,General,Sikh,Yes,No,Yes,86.75,High,Yes,0
Scholarship Scheme 4217,Postgraduate,All,SC,Muslim,Yes,No,Yes,66.63,High,Yes,0
Scholarship Scheme 4218,Doctorate,All,ST,Christian,No,No,Yes,84.95,Medium,Yes,1
Scholarship Scheme 4219,High School,Male,General,Hindu,No,No,Yes,95.72,High,Yes,1
Scholarship Scheme 4220,Postgraduate,Female,ST,Christian,Yes,No,No,50.54,Low,Yes,0
Scholarship Scheme 4221,Undergraduate,Male,OBC,Christian,Yes,Yes,No,93.42,High,Yes,1
Scholarship Scheme 4222,High School,All,ST,Sikh,No,Yes,No,60.91,Medium,Yes,0
Scholarship Scheme 4223,Undergraduate,Male,General,Hindu,No,Yes,No,72.75,High,Yes,0
Scholarship Scheme 4224,Doctorate,Female,SC,Christian,Yes,No,Yes,92.53,Low,Yes,0
Scholarship Scheme 4225,High School,Male,General,Hindu,Yes,Yes,No,91.11,High,Yes,0
Scholarship Scheme 4226,High School,Female,ST,Muslim,No,Yes,No,94.51,Low,Yes,0
Scholarship Scheme 4227,Undergraduate,Female,ST,Sikh,No,Yes,Yes,96.93,Medium,Yes,1
Scholarship Scheme 4228,High School,All,SC,Hindu,Yes,Yes,No,72.31,High,Yes,0
Scholarship Scheme 4229,High School,All,OBC,Muslim,No,Yes,No,82.75,High,Yes,0
Scholarship Scheme 4230,High School,All,General,Muslim,No,No,Yes,69.48,Medium,Yes,0
Scholarship Scheme 4231,Doctorate,Female,SC,Muslim,No,Yes,Yes,67.5,Low,Yes,0
Scholarship Scheme 4232,Undergraduate,Male,SC,Christian,No,No,No,71.54,Low,Yes,0
Scholarship Scheme 4233,High School,Female,SC,Christian,Yes,No,Yes,87.08,High,Yes,0
Scholarship Scheme 4234,Postgraduate,All,General,Sikh,Yes,Yes,No,75.02,Low,Yes,0
Scholarship Scheme 4235,Postgraduate,All,General,Sikh,No,No,Yes,90.62,Low,Yes,1
Scholarship Scheme 4236,Postgraduate,Male,General,Muslim,No,Yes,No,87.19,High,Yes,0
Scholarship Scheme 4237,Postgraduate,All,OBC,Sikh,No,No,No,51.02,Low,Yes,1
Scholarship Scheme 4238,Doctorate,All,SC,Christian,No,No,No,81.45,Low,Yes,1
Scholarship Scheme 4239,High School,All,ST,Sikh,Yes,Yes,Yes,71.78,High,Yes,0
Scholarship Scheme 4240,Undergraduate,Male,ST,Hindu,No,No,Yes,72.79,High,Yes,0
Scholarship Scheme 4241,High School,Female,SC,Christian,No,No,No,90.84,Low,Yes,0
Scholarship Scheme 4242,Doctorate,All,ST,Muslim,Yes,No,Yes,77.33,High,Yes,0
Scholarship Scheme 4243,Postgraduate,Male,OBC,Muslim,Yes,No,Yes,94.19,Low,Yes,1
Scholarship Scheme 4244,Doctorate,All,OBC,Sikh,No,No,No,85.57,Low,Yes,0
Scholarship Scheme 4245,High School,Male,General,Christian,Yes,No,Yes,77.59,Low,Yes,0
Scholarship Scheme 4246,Undergraduate,All,General,Muslim,Yes,No,Yes,87.65,Low,Yes,0
Scholarship Scheme 4247,Doctorate,Male,General,Muslim,No,No,No,51.91,High,Yes,0
Scholarship Scheme 4248,Undergraduate,All,General,Christian,No,Yes,No,51.35,High,Yes,0
Scholarship Scheme 4249,Doctorate,Female,General,Christian,Yes,No,Yes,54.16,Medium,Yes,0
Scholarship Scheme 4250,Undergraduate,All,ST,Muslim,No,Yes,Yes,71.83,High,Yes,0
Scholarship Scheme 4251,Undergraduate,Male,ST,Sikh,Yes,Yes,Yes,61.75,Medium,Yes,0
Scholarship Scheme 4252,Postgraduate,All,General,Sikh,Yes,No,No,99.11,Low,Yes,0
Scholarship Scheme 4253,Undergraduate,Female,OBC,Sikh,Yes,No,Yes,77.06,High,Yes,1
Scholarship Scheme 4254,Postgraduate,All,ST,Hindu,No,Yes,Yes,83.05,Low,Yes,0
Scholarship Scheme 4255,High School,Male,OBC,Christian,No,Yes,Yes,63.91,Medium,Yes,0
Scholarship Scheme 4256,High School,Male,OBC,Muslim,Yes,Yes,Yes,66.06,High,Yes,0
Scholarship Scheme 4257,Postgraduate,Female,SC,Hindu,Yes,No,Yes,66.74,High,Yes,1
Scholarship Scheme 4258,Postgraduate,Male,SC,Sikh,No,No,Yes,84.87,High,Yes,0
Scholarship Scheme 4259,Doctorate,All,General,Hindu,Yes,No,No,73.64,High,Yes,0
Scholarship Scheme 4260,Doctorate,All,OBC,Muslim,Yes,Yes,No,75.83,Low,Yes,0
Scholarship Scheme 4261,Doctorate,All,ST,Muslim,No,No,No,79.54,High,Yes,1
Scholarship Scheme 4262,High School,Male,SC,Christian,No,No,Yes,88.36,Medium,Yes,1
Scholarship Scheme 4263,Doctorate,All,SC,Sikh,No,No,Yes,54.51,High,Yes,0
Scholarship Scheme 4264,Undergraduate,All,OBC,Sikh,No,No,No,88.77,Medium,Yes,0
Scholarship Scheme 4265,Undergraduate,All,SC,Hindu,Yes,Yes,No,78.11,Medium,Yes,0
Scholarship Scheme 4266,Doctorate,Female,SC,Sikh,No,No,No,83.39,Low,Yes,0
Scholarship Scheme 4267,Undergraduate,Male,ST,Hindu,No,No,No,66.34,High,Yes,1
Scholarship Scheme 4268,High School,Male,OBC,Muslim,Yes,Yes,No,70.43,Medium,Yes,1
Scholarship Scheme 4269,Undergraduate,Male,SC,Muslim,Yes,No,Yes,61.54,High,Yes,0
Scholarship Scheme 4270,High School,Female,OBC,Muslim,Yes,Yes,Yes,98.87,Low,Yes,1
Scholarship Scheme 4271,Postgraduate,Male,SC,Muslim,No,Yes,Yes,74.8,Low,Yes,0
Scholarship Scheme 4272,Postgraduate,Female,ST,Muslim,Yes,No,Yes,99.7,High,Yes,0
Scholarship Scheme 4273,Postgraduate,Female,OBC,Hindu,No,Yes,Yes,74.44,Medium,Yes,0
Scholarship Scheme 4274,Postgraduate,Male,SC,Muslim,Yes,No,No,60.97,Low,Yes,0
Scholarship Scheme 4275,Undergraduate,All,ST,Hindu,No,Yes,No,75.32,Medium,Yes,0
Scholarship Scheme 4276,Doctorate,All,SC,Muslim,Yes,Yes,Yes,51.98,Medium,Yes,0
Scholarship Scheme 4277,Undergraduate,Male,OBC,Hindu,No,No,No,95.15,High,Yes,0
Scholarship Scheme 4278,High School,Male,SC,Hindu,No,Yes,Yes,90.85,Low,Yes,0
Scholarship Scheme 4279,Undergraduate,Female,OBC,Hindu,Yes,No,Yes,86.22,High,Yes,1
Scholarship Scheme 4280,Undergraduate,Male,OBC,Sikh,Yes,No,No,80.43,High,Yes,1
Scholarship Scheme 4281,High School,Female,SC,Hindu,No,No,Yes,78.93,High,Yes,0
Scholarship Scheme 4282,Postgraduate,Male,ST,Hindu,Yes,No,Yes,99.74,Medium,Yes,1
Scholarship Scheme 4283,Postgraduate,All,General,Muslim,No,Yes,Yes,63.87,High,Yes,1
Scholarship Scheme 4284,Postgraduate,All,ST,Hindu,No,No,No,88.91,Low,Yes,1
Scholarship Scheme 4285,Doctorate,Male,ST,Hindu,No,Yes,No,79.01,Medium,Yes,0
Scholarship Scheme 4286,High School,Female,SC,Christian,Yes,No,Yes,98.7,High,Yes,0
Scholarship Scheme 4287,High School,All,ST,Sikh,No,Yes,Yes,91.31,Low,Yes,0
Scholarship Scheme 4288,Undergraduate,Female,ST,Christian,No,Yes,No,99.83,High,Yes,0
Scholarship Scheme 4289,Doctorate,Male,General,Muslim,No,Yes,No,79.36,High,Yes,0
Scholarship Scheme 4290,Postgraduate,Male,ST,Sikh,No,Yes,No,60.21,High,Yes,1
Scholarship Scheme 4291,Doctorate,All,General,Sikh,Yes,No,No,75.13,Medium,Yes,0
Scholarship Scheme 4292,High School,Male,SC,Christian,Yes,No,Yes,85.48,High,Yes,0
Scholarship Scheme 4293,High School,All,General,Sikh,No,Yes,Yes,88.64,Low,Yes,0
Scholarship Scheme 4294,Undergraduate,Female,OBC,Christian,Yes,Yes,Yes,50.03,High,Yes,0
Scholarship Scheme 4295,Undergraduate,All,OBC,Hindu,Yes,No,No,75.2,High,Yes,1
Scholarship Scheme 4296,High School,All,General,Christian,No,Yes,No,61.74,Medium,Yes,1
Scholarship Scheme 4297,Postgraduate,Female,OBC,Sikh,Yes,Yes,Yes,93.66,High,Yes,1
Scholarship Scheme 4298,Postgraduate,All,SC,Sikh,Yes,No,No,57.63,Low,Yes,0
Scholarship Scheme 4299,Doctorate,All,OBC,Muslim,Yes,Yes,Yes,83.26,Low,Yes,0
Scholarship Scheme 4300,High School,Male,General,Muslim,Yes,Yes,No,63.28,High,Yes,1
Scholarship Scheme 4301,High School,Female,SC,Muslim,Yes,No,Yes,67.79,Low,Yes,0
Scholarship Scheme 4302,Postgraduate,All,OBC,Muslim,Yes,Yes,Yes,96.93,Low,Yes,0
Scholarship Scheme 4303,Postgraduate,Female,SC,Sikh,No,No,Yes,62.0,High,Yes,0
Scholarship Scheme 4304,High School,Female,General,Muslim,Yes,No,Yes,54.74,Low,Yes,1
Scholarship Scheme 4305,Undergraduate,All,OBC,Christian,No,No,No,53.46,Low,Yes,1
Scholarship Scheme 4306,High School,Male,SC,Hindu,No,No,Yes,75.18,High,Yes,0
Scholarship Scheme 4307,High School,Female,SC,Sikh,No,Yes,Yes,82.02,Medium,Yes,0
Scholarship Scheme 4308,Postgraduate,All,OBC,Muslim,Yes,No,Yes,66.33,Medium,Yes,1
Scholarship Scheme 4309,Postgraduate,Female,SC,Sikh,Yes,No,Yes,84.44,High,Yes,0
Scholarship Scheme 4310,Undergraduate,Male,SC,Muslim,No,Yes,No,53.05,Medium,Yes,0
Scholarship Scheme 4311,Undergraduate,Male,General,Sikh,No,No,Yes,92.78,Medium,Yes,0
Scholarship Scheme 4312,Doctorate,Male,General,Muslim,No,Yes,Yes,90.75,Medium,Yes,0
Scholarship Scheme 4313,High School,All,General,Hindu,Yes,No,No,99.18,Medium,Yes,0
Scholarship Scheme 4314,Postgraduate,All,General,Muslim,Yes,No,Yes,96.73,High,Yes,0
Scholarship Scheme 4315,Undergraduate,Male,General,Christian,Yes,No,Yes,67.77,Medium,Yes,1
Scholarship Scheme 4316,Doctorate,All,General,Sikh,No,No,Yes,69.92,Medium,Yes,0
Scholarship Scheme 4317,Doctorate,Male,OBC,Sikh,Yes,Yes,Yes,87.22,High,Yes,0
Scholarship Scheme 4318,Postgraduate,All,General,Christian,Yes,Yes,No,56.69,High,Yes,0
Scholarship Scheme 4319,Postgraduate,Male,SC,Christian,No,Yes,No,65.67,Medium,Yes,0
Scholarship Scheme 4320,Doctorate,Female,OBC,Hindu,Yes,No,No,55.92,Low,Yes,1
Scholarship Scheme 4321,Undergraduate,Male,SC,Sikh,No,No,No,72.7,High,Yes,0
Scholarship Scheme 4322,Doctorate,Male,General,Hindu,Yes,No,No,77.55,High,Yes,1
Scholarship Scheme 4323,High School,All,General,Sikh,No,Yes,No,60.54,Medium,Yes,0
Scholarship Scheme 4324,High School,All,SC,Sikh,Yes,No,Yes,51.33,Low,Yes,1
Scholarship Scheme 4325,Postgraduate,All,SC,Hindu,No,Yes,Yes,85.9,High,Yes,1
Scholarship Scheme 4326,Undergraduate,All,SC,Sikh,Yes,Yes,Yes,51.0,High,Yes,1
Scholarship Scheme 4327,Undergraduate,All,ST,Sikh,No,Yes,Yes,98.57,High,Yes,1
Scholarship Scheme 4328,High School,All,ST,Hindu,No,No,No,61.06,Low,Yes,0
Scholarship Scheme 4329,Doctorate,Female,ST,Muslim,Yes,No,Yes,83.13,High,Yes,1
Scholarship Scheme 4330,Postgraduate,Male,ST,Hindu,Yes,No,Yes,71.69,High,Yes,1
Scholarship Scheme 4331,Doctorate,Male,OBC,Sikh,No,No,No,52.98,Low,Yes,1
Scholarship Scheme 4332,Doctorate,Male,General,Christian,Yes,Yes,Yes,73.56,High,Yes,0
Scholarship Scheme 4333,Doctorate,Female,SC,Muslim,No,Yes,Yes,75.79,Low,Yes,0
Scholarship Scheme 4334,Undergraduate,Male,General,Christian,No,No,No,92.65,Low,Yes,0
Scholarship Scheme 4335,High School,Female,SC,Muslim,Yes,No,Yes,86.54,Low,Yes,0
Scholarship Scheme 4336,Undergraduate,Female,General,Christian,Yes,No,Yes,53.96,Medium,Yes,1
Scholarship Scheme 4337,High School,Female,OBC,Muslim,Yes,Yes,No,60.44,High,Yes,0
Scholarship Scheme 4338,Postgraduate,Male,ST,Hindu,No,No,Yes,65.56,High,Yes,0
Scholarship Scheme 4339,Postgraduate,Female,General,Muslim,No,Yes,Yes,55.81,High,Yes,1
Scholarship Scheme 4340,Doctorate,Male,SC,Muslim,Yes,Yes,Yes,72.8,Low,Yes,1
Scholarship Scheme 4341,High School,Male,General,Muslim,No,Yes,Yes,99.12,Medium,Yes,0
Scholarship Scheme 4342,High School,All,OBC,Sikh,No,Yes,Yes,75.68,Low,Yes,0
Scholarship Scheme 4343,High School,All,OBC,Christian,Yes,Yes,No,87.02,High,Yes,1
Scholarship Scheme 4344,Doctorate,Female,General,Hindu,No,Yes,Yes,84.08,Low,Yes,0
Scholarship Scheme 4345,Doctorate,Female,ST,Christian,No,Yes,Yes,92.41,Medium,Yes,1
Scholarship Scheme 4346,Postgraduate,Male,SC,Christian,No,No,Yes,60.76,High,Yes,0
Scholarship Scheme 4347,Undergraduate,Female,OBC,Hindu,Yes,No,No,87.62,Low,Yes,0
Scholarship Scheme 4348,High School,Female,OBC,Sikh,Yes,No,No,93.98,Medium,Yes,1
Scholarship Scheme 4349,High School,Male,General,Muslim,No,Yes,No,58.56,Low,Yes,1
Scholarship Scheme 4350,Undergraduate,Female,OBC,Sikh,Yes,Yes,Yes,67.31,Low,Yes,0
Scholarship Scheme 4351,High School,Female,OBC,Sikh,No,No,Yes,98.41,High,Yes,1
Scholarship Scheme 4352,Doctorate,Male,SC,Muslim,Yes,Yes,Yes,88.96,Medium,Yes,0
Scholarship Scheme 4353,Doctorate,Male,ST,Christian,No,Yes,Yes,64.1,Low,Yes,0
Scholarship Scheme 4354,High School,All,SC,Muslim,No,Yes,Yes,78.14,Medium,Yes,1
Scholarship Scheme 4355,Doctorate,Male,ST,Hindu,No,Yes,No,70.18,High,Yes,1
Scholarship Scheme 4356,Doctorate,All,SC,Muslim,No,Yes,Yes,74.45,High,Yes,1
Scholarship Scheme 4357,High School,Female,General,Christian,Yes,Yes,Yes,67.72,High,Yes,0
Scholarship Scheme 4358,Postgraduate,Male,OBC,Sikh,No,Yes,No,63.94,Medium,Yes,1
Scholarship Scheme 4359,Undergraduate,Male,ST,Sikh,No,Yes,No,83.67,Medium,Yes,0
Scholarship Scheme 4360,Doctorate,Male,General,Muslim,Yes,Yes,No,88.85,Low,Yes,0
Scholarship Scheme 4361,Postgraduate,Female,OBC,Hindu,Yes,Yes,No,93.61,Medium,Yes,0
Scholarship Scheme 4362,Doctorate,All,OBC,Christian,No,Yes,No,57.75,High,Yes,1
Scholarship Scheme 4363,Doctorate,Female,OBC,Sikh,No,Yes,Yes,91.06,Low,Yes,0
Scholarship Scheme 4364,Undergraduate,Female,SC,Muslim,Yes,No,Yes,62.71,Medium,Yes,0
Scholarship Scheme 4365,Doctorate,Male,General,Hindu,No,Yes,Yes,71.32,High,Yes,1
Scholarship Scheme 4366,Undergraduate,All,General,Hindu,No,Yes,Yes,94.98,High,Yes,0
Scholarship Scheme 4367,Undergraduate,Female,OBC,Sikh,No,No,Yes,72.68,Low,Yes,1
Scholarship Scheme 4368,Undergraduate,Male,ST,Sikh,No,No,No,59.83,High,Yes,0
Scholarship Scheme 4369,Postgraduate,Female,General,Christian,No,No,Yes,57.98,Medium,Yes,1
Scholarship Scheme 4370,High School,Female,SC,Hindu,No,Yes,Yes,73.6,High,Yes,0
Scholarship Scheme 4371,Postgraduate,Male,ST,Christian,No,Yes,No,88.06,Low,Yes,0
Scholarship Scheme 4372,High School,Male,ST,Hindu,No,No,No,99.76,High,Yes,1
Scholarship Scheme 4373,High School,All,ST,Hindu,No,No,Yes,89.29,High,Yes,1
Scholarship Scheme 4374,Undergraduate,Female,ST,Muslim,Yes,No,Yes,93.76,Medium,Yes,0
Scholarship Scheme 4375,Doctorate,Male,General,Sikh,Yes,Yes,No,87.32,Medium,Yes,0
Scholarship Scheme 4376,Undergraduate,Male,OBC,Hindu,Yes,Yes,Yes,94.68,Medium,Yes,0
Scholarship Scheme 4377,Doctorate,All,ST,Christian,No,No,No,53.81,Medium,Yes,0
Scholarship Scheme 4378,High School,All,SC,Sikh,No,Yes,Yes,96.4,High,Yes,0
Scholarship Scheme 4379,Undergraduate,Male,SC,Christian,No,Yes,No,69.78,Medium,Yes,0
Scholarship Scheme 4380,Doctorate,All,OBC,Sikh,Yes,No,No,95.99,High,Yes,0
Scholarship Scheme 4381,Postgraduate,Male,General,Sikh,Yes,No,No,53.78,Medium,Yes,0
Scholarship Scheme 4382,Doctorate,Female,OBC,Hindu,No,No,Yes,85.69,Medium,Yes,0
Scholarship Scheme 4383,Undergraduate,All,ST,Muslim,Yes,Yes,No,86.71,Medium,Yes,0
Scholarship Scheme 4384,Postgraduate,Female,General,Hindu,Yes,Yes,No,99.75,High,Yes,1
Scholarship Scheme 4385,Doctorate,Female,General,Sikh,No,Yes,Yes,88.37,Medium,Yes,1
Scholarship Scheme 4386,Doctorate,Female,ST,Hindu,No,Yes,Yes,69.09,High,Yes,0
Scholarship Scheme 4387,Doctorate,Male,SC,Hindu,Yes,Yes,Yes,77.81,Medium,Yes,0
Scholarship Scheme 4388,Doctorate,Female,ST,Sikh,No,No,No,68.29,Medium,Yes,0
Scholarship Scheme 4389,Doctorate,Female,OBC,Sikh,Yes,Yes,No,59.78,Low,Yes,0
Scholarship Scheme 4390,Postgraduate,Female,ST,Hindu,Yes,Yes,No,62.4,Medium,Yes,0
Scholarship Scheme 4391,High School,Male,SC,Hindu,Yes,No,Yes,61.08,High,Yes,0
Scholarship Scheme 4392,Postgraduate,Female,ST,Hindu,No,No,Yes,77.39,Low,Yes,1
Scholarship Scheme 4393,Postgraduate,Female,OBC,Christian,Yes,No,No,95.22,High,Yes,0
Scholarship Scheme 4394,Postgraduate,All,OBC,Hindu,Yes,No,Yes,95.55,High,Yes,1
Scholarship Scheme 4395,High School,Male,SC,Christian,No,Yes,Yes,52.73,Low,Yes,0
Scholarship Scheme 4396,Undergraduate,Female,OBC,Muslim,No,Yes,No,53.99,Medium,Yes,0
Scholarship Scheme 4397,High School,All,OBC,Christian,Yes,No,No,62.23,Low,Yes,0
Scholarship Scheme 4398,Postgraduate,Male,ST,Hindu,No,Yes,Yes,62.73,High,Yes,0
Scholarship Scheme 4399,Doctorate,Male,General,Muslim,No,No,No,54.73,Medium,Yes,0
Scholarship Scheme 4400,Doctorate,Male,OBC,Christian,Yes,Yes,Yes,69.38,Low,Yes,1
Scholarship Scheme 4401,Postgraduate,Male,OBC,Christian,No,Yes,Yes,79.33,High,Yes,1
Scholarship Scheme 4402,Doctorate,Male,SC,Sikh,Yes,Yes,No,78.85,Medium,Yes,0
Scholarship Scheme 4403,Postgraduate,Male,SC,Muslim,No,No,No,77.12,High,Yes,1
Scholarship Scheme 4404,Doctorate,Female,ST,Sikh,No,No,Yes,66.9,Medium,Yes,0
Scholarship Scheme 4405,High School,Female,ST,Muslim,Yes,Yes,Yes,85.25,Medium,Yes,0
Scholarship Scheme 4406,Undergraduate,Female,OBC,Christian,Yes,Yes,No,91.24,Low,Yes,1
Scholarship Scheme 4407,Undergraduate,Female,General,Sikh,No,No,Yes,67.28,Medium,Yes,1
Scholarship Scheme 4408,High School,All,General,Hindu,No,No,Yes,54.27,High,Yes,0
Scholarship Scheme 4409,High School,Female,ST,Christian,No,Yes,Yes,64.79,Medium,Yes,0
Scholarship Scheme 4410,Postgraduate,Male,SC,Muslim,Yes,Yes,Yes,56.85,High,Yes,0
Scholarship Scheme 4411,Postgraduate,Female,OBC,Muslim,No,No,Yes,73.32,Medium,Yes,0
Scholarship Scheme 4412,Postgraduate,Female,OBC,Sikh,Yes,Yes,No,57.78,Medium,Yes,1
Scholarship Scheme 4413,Doctorate,Male,General,Sikh,No,No,Yes,73.1,Low,Yes,0
Scholarship Scheme 4414,Postgraduate,Female,ST,Muslim,No,No,Yes,61.03,Medium,Yes,1
Scholarship Scheme 4415,High School,Female,General,Christian,No,Yes,No,86.86,Medium,Yes,1
Scholarship Scheme 4416,Undergraduate,Female,General,Sikh,No,Yes,No,51.38,High,Yes,0
Scholarship Scheme 4417,Doctorate,All,ST,Hindu,No,Yes,No,77.68,High,Yes,0
Scholarship Scheme 4418,Postgraduate,Female,SC,Muslim,Yes,No,Yes,58.46,High,Yes,1
Scholarship Scheme 4419,Doctorate,Male,OBC,Hindu,Yes,No,Yes,50.05,Medium,Yes,0
Scholarship Scheme 4420,Doctorate,Male,SC,Muslim,Yes,No,No,93.37,High,Yes,0
Scholarship Scheme 4421,Postgraduate,Female,ST,Hindu,No,Yes,No,83.51,High,Yes,0
Scholarship Scheme 4422,Doctorate,Female,ST,Christian,Yes,Yes,No,54.94,Medium,Yes,0
Scholarship Scheme 4423,Undergraduate,Female,OBC,Muslim,Yes,No,No,83.14,High,Yes,0
Scholarship Scheme 4424,High School,Male,SC,Christian,No,No,No,80.52,Low,Yes,0
Scholarship Scheme 4425,High School,Male,OBC,Sikh,No,Yes,Yes,73.62,Low,Yes,1
Scholarship Scheme 4426,Undergraduate,All,General,Muslim,Yes,No,No,70.92,High,Yes,1
Scholarship Scheme 4427,Doctorate,All,General,Christian,Yes,Yes,Yes,94.26,High,Yes,0
Scholarship Scheme 4428,Postgraduate,All,General,Hindu,Yes,Yes,Yes,62.23,High,Yes,0
Scholarship Scheme 4429,Doctorate,Male,SC,Christian,Yes,No,No,69.88,Medium,Yes,0
Scholarship Scheme 4430,Undergraduate,All,General,Muslim,Yes,No,No,66.42,Low,Yes,0
Scholarship Scheme 4431,Doctorate,Female,OBC,Christian,Yes,No,No,88.48,Low,Yes,1
Scholarship Scheme 4432,High School,Female,SC,Hindu,Yes,No,No,95.73,High,Yes,1
Scholarship Scheme 4433,Doctorate,Male,OBC,Hindu,No,No,No,92.4,High,Yes,0
Scholarship Scheme 4434,Undergraduate,All,ST,Hindu,Yes,Yes,Yes,89.81,Medium,Yes,1
Scholarship Scheme 4435,High School,Female,SC,Sikh,No,No,No,99.24,Medium,Yes,1
Scholarship Scheme 4436,Doctorate,Male,OBC,Muslim,No,Yes,No,84.79,Low,Yes,0
Scholarship Scheme 4437,Doctorate,All,OBC,Hindu,No,No,Yes,87.48,Medium,Yes,1
Scholarship Scheme 4438,High School,Female,SC,Sikh,Yes,No,No,99.04,Low,Yes,0
Scholarship Scheme 4439,Postgraduate,All,ST,Hindu,Yes,No,No,50.35,High,Yes,1
Scholarship Scheme 4440,High School,Male,SC,Christian,No,No,No,81.64,High,Yes,0
Scholarship Scheme 4441,Postgraduate,All,General,Muslim,Yes,No,Yes,86.87,Low,Yes,0
Scholarship Scheme 4442,Undergraduate,Male,General,Christian,Yes,No,No,95.8,High,Yes,1
Scholarship Scheme 4443,Undergraduate,All,ST,Sikh,No,Yes,No,94.1,Medium,Yes,0
Scholarship Scheme 4444,High School,Female,OBC,Christian,Yes,No,No,92.01,High,Yes,1
Scholarship Scheme 4445,High School,Male,OBC,Christian,No,No,No,97.19,High,Yes,0
Scholarship Scheme 4446,Undergraduate,Male,OBC,Hindu,No,No,Yes,76.82,Low,Yes,1
Scholarship Scheme 4447,Postgraduate,Male,SC,Christian,No,No,No,50.35,Medium,Yes,0
Scholarship Scheme 4448,Undergraduate,All,SC,Hindu,No,Yes,Yes,50.55,Medium,Yes,1
Scholarship Scheme 4449,High School,All,ST,Hindu,Yes,Yes,No,77.18,High,Yes,0
Scholarship Scheme 4450,Undergraduate,Female,General,Muslim,No,Yes,No,71.72,High,Yes,0
Scholarship Scheme 4451,High School,Male,OBC,Sikh,Yes,Yes,No,72.52,Medium,Yes,0
